method,case_id,category,fake_record_name,synthetic_variable_name,synthetic_value_len,synthetic_value_byte_len,compiler_selected,operation_label,expected_observation,actual_observation,expected_success,actual_success,c_harness_matched,getenv_matched,mutation_matched,pointer_lifetime_matched,putenv_ownership_matched,cleanup_matched,return_value_matched,errno_matched,compiler_observed,resolver_not_tested,portability_not_tested,security_not_tested,thread_safety_not_tested,naive_should_fail,output_char_len,output_byte_len,elapsed_sec,failure_reason,harness_ran
preserve_original_case_baseline,e052,naive_negative,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_NAIVE_E052,1,1,zig cc,naive_empty_missing,naive_empty_equals_missing,naive_empty_equals_missing,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007727860938757658,,True
preserve_original_case_baseline,e053,naive_negative,fake_env_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E053,1,1,zig cc,naive_thread_safe,naive_env_thread_safe,naive_env_thread_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007589394226670265,,True
getenv_policy_observer,e001,getenv_policy,fake_env_key,OAI_FAKE_ENV_FOOTGUN_MISSING_XYZ,0,0,zig cc,getenv_missing,getenv_returns_null,getenv_returns_null,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007480318890884519,,True
getenv_policy_observer,e002,getenv_policy,demo_setting,OAI_FAKE_ENV_FOOTGUN_TEST_A,5,5,zig cc,setenv_getenv,setenv_getenv_ok,setenv_getenv_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007657101145014167,,True
getenv_policy_observer,e011,pointer_lifetime_caveat,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_PTR_A,6,6,zig cc,getenv_ptr,getenv_returns_ptr_to_global_state,getenv_returns_ptr_to_global_state,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007537305122241378,,True
getenv_policy_observer,e025,global_state_caveat,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,lock_getenv,lock_getenv_not_enough,lock_getenv_not_enough,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.7869751900434494e-06,,False
getenv_policy_observer,e032,global_state_caveat,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,secure_getenv,secure_getenv_availability_marker,secure_getenv_availability_marker,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.178821548819542e-06,,False
setenv_unsetenv_policy_observer,e002,getenv_policy,demo_setting,OAI_FAKE_ENV_FOOTGUN_TEST_A,5,5,zig cc,setenv_getenv,setenv_getenv_ok,setenv_getenv_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007831457071006298,,True
setenv_unsetenv_policy_observer,e003,mutation_caveat,synthetic_option,OAI_FAKE_ENV_FOOTGUN_TEST_B,3,3,zig cc,setenv_no_overwrite,setenv_overwrite_zero_preserves,setenv_overwrite_zero_preserves,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007695778971537948,,True
setenv_unsetenv_policy_observer,e004,mutation_caveat,toy_process_var,OAI_FAKE_ENV_FOOTGUN_TEST_C,3,3,zig cc,setenv_overwrite,setenv_overwrite_replaces,setenv_overwrite_replaces,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007595221046358347,,True
setenv_unsetenv_policy_observer,e005,getenv_policy,example_value,OAI_FAKE_ENV_FOOTGUN_TEST_D,4,4,zig cc,unsetenv_removes,unsetenv_ok,unsetenv_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007826755056157708,,True
setenv_unsetenv_policy_observer,e050,naive_negative,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_NAIVE_E050,1,1,zig cc,naive_setenv_safe,naive_setenv_always_safe,naive_setenv_always_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007560895988717675,,True
putenv_policy_observer,e014,putenv_ownership_caveat,fake_env_key,OAI_FAKE_ENV_FOOTGUN_PUT_A,6,6,zig cc,putenv_avail,putenv_ok,putenv_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007636575028300285,,True
putenv_policy_observer,e015,putenv_ownership_caveat,demo_setting,OAI_FAKE_ENV_FOOTGUN_PUT_B,1,1,zig cc,putenv_unavail,putenv_posix_not_iso_c,putenv_posix_not_iso_c,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.7799902707338333e-06,,False
putenv_policy_observer,e016,putenv_ownership_caveat,synthetic_option,OAI_FAKE_ENV_FOOTGUN_PUT_C,10,10,zig cc,putenv_caller_buf,putenv_uses_caller_buffer_no_copy,putenv_uses_caller_buffer_no_copy,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007394166197627783,,True
putenv_policy_observer,e017,putenv_ownership_caveat,toy_process_var,OAI_FAKE_ENV_FOOTGUN_PUT_D,3,3,zig cc,putenv_mut_changed,putenv_buffer_mutation_visible,putenv_buffer_mutation_visible,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007503820117563009,,True
putenv_policy_observer,e018,putenv_ownership_caveat,example_value,NOEQUALS,1,1,zig cc,putenv_no_equals,putenv_string_must_contain_equals,putenv_string_must_contain_equals,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007827884051948786,,True
putenv_policy_observer,e019,putenv_ownership_caveat,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_PUT_E,7,7,zig cc,unset_after_putenv,unsetenv_cleanup_ok,unsetenv_cleanup_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.00763086206279695,,True
putenv_policy_observer,e051,naive_negative,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E051,1,1,zig cc,naive_putenv_copy,naive_putenv_copies,naive_putenv_copies,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007518725004047155,,True
pointer_lifetime_marker,e011,pointer_lifetime_caveat,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_PTR_A,6,6,zig cc,getenv_ptr,getenv_returns_ptr_to_global_state,getenv_returns_ptr_to_global_state,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.0075673009268939495,,True
pointer_lifetime_marker,e012,pointer_lifetime_caveat,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_PTR_B,2,2,zig cc,ptr_after_mut,pointer_may_be_invalidated_after_setenv,pointer_may_be_invalidated_after_setenv,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007756086997687817,,True
pointer_lifetime_marker,e026,global_state_caveat,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,ptr_inval,pointer_invalidation_caveat,pointer_invalidation_caveat,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.96811743080616e-06,,False
global_state_marker,e020,global_state_caveat,sample_locale_marker,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,environ_direct,environ_direct_access_not_run,environ_direct_access_not_run,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.209089532494545e-06,,False
global_state_marker,e021,global_state_caveat,fictional_thread_case,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,host_dump,host_environment_not_dumped,host_environment_not_dumped,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,8.700881153345108e-07,,False
global_state_marker,e023,thread_safety_not_tested,demo_config_value,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,thread_race,thread_race_not_run,thread_race_not_run,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,8.800998330116272e-07,,False
global_state_marker,e024,thread_safety_not_tested,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,lib_thread,library_may_spawn_threads,library_may_spawn_threads,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,8.640345185995102e-07,,False
global_state_marker,e025,global_state_caveat,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,lock_getenv,lock_getenv_not_enough,lock_getenv_not_enough,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,7.799826562404633e-07,,False
global_state_marker,e026,global_state_caveat,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,ptr_inval,pointer_invalidation_caveat,pointer_invalidation_caveat,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,8.489005267620087e-07,,False
global_state_marker,e032,global_state_caveat,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,secure_getenv,secure_getenv_availability_marker,secure_getenv_availability_marker,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,8.309725672006607e-07,,False
resolver_locale_time_marker,e027,locale_not_tested,fake_env_key,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,locale_env,locale_environment_not_tested,locale_environment_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,9.280629456043243e-07,,False
resolver_locale_time_marker,e028,locale_not_tested,demo_setting,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,tz_env,timezone_not_tested,timezone_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,7.639173418283463e-07,,False
resolver_locale_time_marker,e029,resolver_not_tested,synthetic_option,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,gai_env,getaddrinfo_not_tested,getaddrinfo_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,6.92903995513916e-07,,False
resolver_locale_time_marker,e030,resolver_not_tested,toy_process_var,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,dns_net,dns_network_not_tested,dns_network_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,7.408671081066132e-07,,False
resolver_locale_time_marker,e031,resolver_not_tested,example_value,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,nss_nr,nss_resolver_not_tested,nss_resolver_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,7.729977369308472e-07,,False
posix_iso_boundary_marker,e036,posix_extension_caveat,demo_config_value,OAI_FAKE_ENV_FOOTGUN_POSIX_A,1,1,zig cc,posix_iso,setenv_is_posix_not_iso_c,setenv_is_posix_not_iso_c,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007704086834564805,,True
security_scope_marker,e022,security_not_tested,test_env_slot,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,secrets_nr,real_secrets_not_read,real_secrets_not_read,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.6561243683099747e-06,,False
security_scope_marker,e033,security_not_tested,sample_locale_marker,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,setuid_nr,setuid_security_not_tested,setuid_security_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.227017492055893e-06,,False
security_scope_marker,e041,security_not_tested,demo_setting,OAI_FAKE_ENV_FOOTGUN_FORK_A,1,1,zig cc,fork_iso,fork_isolation_not_tested,fork_isolation_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,9.171199053525925e-07,,False
errno_and_return_policy_observer,e034,getenv_policy,fictional_thread_case,OAI_FAKE_ENV_FOOTGUN_ERR_A,0,0,zig cc,errno_invalid,errno_set_on_invalid_name,errno_set_on_invalid_name,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007620877819135785,,True
errno_and_return_policy_observer,e035,portability_not_tested,test_env_slot,OAI_FAKE_ENV_FOOTGUN_ERR_B,0,0,zig cc,errno_port,errno_portability_varies,errno_portability_varies,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007799517130479217,,True
copy_and_bounds_policy_observer,e013,pointer_lifetime_caveat,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_PTR_C,4,4,zig cc,copy_before_mut,copy_preserves_value,copy_preserves_value,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007615018868818879,,True
copy_and_bounds_policy_observer,e042,getenv_policy,synthetic_option,OAI_FAKE_ENV_FOOTGUN_CHILD_A,8,8,zig cc,child_env,child_inherits_env_copy,child_inherits_env_copy,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0076128768268972635,,True
copy_and_bounds_policy_observer,e045,getenv_policy,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_CaSe_SeNsItIvE,1,1,zig cc,case_sense,env_names_case_sensitive,env_names_case_sensitive,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0074123048689216375,,True
copy_and_bounds_policy_observer,e046,getenv_policy,sample_locale_marker,OAI_FAKE_ENV_FOOTGUN_UTF8_VAL,4,5,zig cc,non_ascii,non_ascii_value_bytes_opaque,non_ascii_value_bytes_opaque,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007564645959064364,,True
copy_and_bounds_policy_observer,e048,getenv_policy,test_env_slot,OAI_FAKE_ENV_FOOTGUN_SNPRINTF_A,11,11,zig cc,snprintf_bound,snprintf_bounded_ok,snprintf_bounded_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.008043394889682531,,True
cleanup_policy_observer,e042,getenv_policy,synthetic_option,OAI_FAKE_ENV_FOOTGUN_CHILD_A,8,8,zig cc,child_env,child_inherits_env_copy,child_inherits_env_copy,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.008202699944376945,,True
cleanup_policy_observer,e043,getenv_policy,toy_process_var,OAI_FAKE_ENV_FOOTGUN_CLEAN_A,3,3,zig cc,cleanup_case,cleanup_ok,cleanup_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.007891017943620682,,True
cleanup_policy_observer,e044,getenv_policy,example_value,OAI_FAKE_ENV_FOOTGUN_DUP_A,1,1,zig cc,dup_set_unset,dup_set_unset_ok,dup_set_unset_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.00783814094029367,,True
naive_global_env_marker,e049,naive_negative,demo_config_value,OAI_FAKE_ENV_FOOTGUN_NAIVE_E049,1,1,zig cc,naive_immutable,naive_getenv_immutable,naive_getenv_immutable,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.0076455241069197655,,True
naive_global_env_marker,e050,naive_negative,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_NAIVE_E050,1,1,zig cc,naive_setenv_safe,naive_setenv_always_safe,naive_setenv_always_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007662391057237983,,True
naive_global_env_marker,e051,naive_negative,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E051,1,1,zig cc,naive_putenv_copy,naive_putenv_copies,naive_putenv_copies,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007803926942870021,,True
naive_global_env_marker,e052,naive_negative,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_NAIVE_E052,1,1,zig cc,naive_empty_missing,naive_empty_equals_missing,naive_empty_equals_missing,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.0077594679314643145,,True
naive_global_env_marker,e053,naive_negative,fake_env_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E053,1,1,zig cc,naive_thread_safe,naive_env_thread_safe,naive_env_thread_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007761020213365555,,True
external_env_truth_not_tested_marker,e052,naive_negative,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_NAIVE_E052,1,1,zig cc,naive_empty_missing,naive_empty_equals_missing,naive_empty_equals_missing,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.007598954020068049,,True
